Tweet id	Poster username	Tweet post Date	Tweet text	Number of retweets	Tweet type
1134229245549563904	@MSolarwarden	2019-05-31 04:14:59	Ever heard of 5G coming soon? 5G is nothing else than microwaves and will heat the atmosphere in a horrifying way. It will lead not only to climate change but to climate destruction. These are the real challenges! Not ridiculous 3% man-made CO2 emissions.	0	Tweet
1134133990305087488	@Fnoze	2019-05-30 21:56:29	Believe it or not. That is not caused by climate change	0	Tweet
1134106516133490689	@timmbow	2019-05-30 20:07:18	Not according to Donald Trump and Nigel Farage the climate change denial numpties !	0	Tweet
1134093056574181376	@worldcitizen1st	2019-05-30 19:13:49	It's necessary to underline the need to finish with conflicts&wars. The EU speak about: climate change? Why the wars, that the EU&US feed and support, are never mention?It's time to accept, that Nature, is NOTrespected, because human life is not respected. Politicians🌏hypocrisy?	0	Tweet
1134086120520609792	@PaolaRuizSan	2019-05-30 18:46:16	@ GretaThunberg hi Greta, I' m from Mexico, yesterday my 7 years son and I talk about climate change, and he's so afraid he really does. Can you send a message to him? On the last week's in Mexico City have a ambient contingency for the 🔥 be around the city,	0	Tweet
1134056620663746560	@mckeon_liz	2019-05-30 16:49:02	@ GretaThunberg holding politicians' feet to the fire. As well as the rest of us. Climate Change is a crisis of historic proportions. We cannot take incremental steps towards sustainability. # ClimateAction must be the top priority of reshaping our economies & personal behaviours.https://twitter.com/GretaThunberg/status/1133807953587445761 …	0	Retweet
1134031926145167360	@lsfhbupsy	2019-05-30 15:10:55	How should the developing countries do to deal with the climate change??	0	Tweet
1134012408148779014	@giopagliari	2019-05-30 13:53:21	"Politicians say, Climate Change is the most important thing and then they fly off in a private jet to attend a meeting on the other side of the world." - @ GretaThunberg # climatecrisis # climateemergencynow	1	Tweet
1134006943423614976	@Chriztopher7	2019-05-30 13:31:38	Politicians should not be paid unless climate change targets are met. Simple solution. Make it law.	1	Tweet
1134006822132752384	@carstendetering	2019-05-30 13:31:09	@ GretaThunberg Thank you for initiating the discussions about climate change and the environment. W/o you, the EU election would likely have looked much different. I admire your courage!	0	Tweet
1133965356933013504	@met_prince	2019-05-30 10:46:23	@ GretaThunberg what a good young girl. She will do more for climate change in her life than any UK politician in the next few years I bet https://twitter.com/VICEUK/status/1132247439371489280 …	0	Retweet
1133963349346136064	@met_prince	2019-05-30 10:38:25	She speaks a lot of sense and brings it home to the seriousness of climate change...a name to look out for the future @ GretaThunberg	0	Tweet
1133962936328773632	@jill_guthrie	2019-05-30 10:36:46	Sorry, Climate Change is illegal to mention anymore in the USA, per Trump Administration!!!	0	Tweet
1133888411440467968	@QuickTake	2019-05-30 05:40:38	@ GretaThunberg and @ Schwarzenegger linked up in Vienna to speak out about climate change pic.twitter.com/U0ErP1HR9X	7	Tweet
1133873465218490368	@boatranger	2019-05-30 04:41:15	Please support our USA Climate Change Lobby, http://www.citzensclimatelobby.org and beware of http://350.org . not all of the people doing it are recognized by Bill McKibben. Also stay in touch with the Greens Green New Deal. http://Www.gp.org . Thank you	0	Tweet
1133860238195666946	@OlafWiener	2019-05-30 03:48:41	If you want to Change something, you Need to understand it. If you want to understand something, you Need to love it. I hope you stop the Climate Change. you are a great prosecutor!	0	Tweet
1133829610217574400	@CGFResearch	2019-05-30 01:46:59	@ GretaThunberg tells adults about the strange world they live in, where "those who have contributed the least to the climate change crisis are affected the most!" Nothing like hearing the 'naked truth' frm the most innocent of children # ethics https://youtu.be/bFvXc14g3AQ via @ YouTube	0	Tweet
1133827681420599296	@zoezuniga	2019-05-30 01:39:19	@ GretaThunberg https://hpjmh.com/2018/09/24/a-creative-idea-for-saving-our-civilization/ … A truly new idea to end climate change using the US as a model	0	Tweet
1133821501877002240	@Kk_Ffs	2019-05-30 01:14:46	They will always use "climate change" for profit. Unless that changes nothing will.	0	Tweet
1133762543342587905	@cat_balloo	2019-05-29 21:20:29	# fakescience # climategate U are wasting your time! Climate changes every day! Man has nothing 2 do with it....In 70s it was all about the earth and people freezing to death, that's why they have 2 call it climate change instead of global warming. Have U read about climate gate?	0	Tweet
1133633115488948225	@GolbaAndrew	2019-05-29 12:46:11	@ GretaThunberg the earth constantly goes through climate change the sea levels were higher 2000 years ago check out the truth not the paid scientists by governments with tax agendas	0	Tweet
1133606510641274881	@HelfriedSchada1	2019-05-29 11:00:28	To stop climate change all wars must be stopped immediately. Wars effect climate change worse than anything else.	0	Tweet
1133571296028061696	@stephenjstanley	2019-05-29 08:40:32	@ GretaThunberg I am an ecologist/film maker producing a documentary on Seattle students demonstrating for action on climate change. In our trailer we wish to use a brief excerpt of your TED talk. The TED talk folks require written permission from you. VIMEO Link is available.	0	Tweet
1133493416803934209	@R_A_B_Cubides	2019-05-29 03:31:04	@ GretaThunberg we must join for reaching a consensus on climate change by group wpp & we share our ideals. I'm professor, & I'd like to participate on your movement. I'm from Colombia, America. Greetings!!	0	Tweet
1133403559297523712	@franklanguage	2019-05-28 21:34:00	@ GretaThunberg Schools Adults on Climate Change Inaction | @ nowthisnews https://buff.ly/2YTWutJ via @ YouTube	0	Tweet
1133333330533998593	@Djiaux_xyz	2019-05-28 16:54:56	Not wanting to troll much but... Arnold doesn't strikes me as a climate change activist to be honest	0	Tweet
1133315406108745728	@Martemosh	2019-05-28 15:43:43	@ GretaThunberg We're doing a school project on Climate Change. We would like to ask you some questions. Please answer these questions directed to gmail giving your opinion: ss.farinabaez@gmail.com pic.twitter.com/EB9zxzbyfr	0	Tweet
1133313368977285121	@KristaDoris	2019-05-28 15:35:37	dear Greta, my daughter Kami Krista is at the R20 - she wanted to contact you regarding her project for Climate Change - pls let me know, if and how she could reach u! thx doris	0	Tweet
1133309409382285312	@KristaDoris	2019-05-28 15:19:53	dear greta - my daughter tried to reach out to you - she is at the R20 - she would like to talk to you regarding a project for climate change pls contact via messenger Kami Krista	0	Tweet
1133306230779392000	@SyedRiz46367215	2019-05-28 15:07:15	Go Girl Go U have the power to Terminate Anythng which is causing Climate change Becoz u have the company of the Terminator Itslf 👍	0	Tweet
1133248265292582917	@climate_all	2019-05-28 11:16:55	How did Greta Thunberg go to the US when not to fly because of climate change? Did she take the train via the Trans-Siberian Railway via the Bering Sea and the Transamerican Railway? If visit @ Schwarzenegger in USA?!pic.twitter.com/JbQyyITHWo	0	Tweet
1133181773465214977	@scooper00123	2019-05-28 06:52:42	Nice pic of you both Greta. You had an impact here in the UK and climate change is much higher in the countries priorities as a result! 👍🌈☺️♥️	0	Tweet
1133144035076517889	@hikerlondon	2019-05-28 04:22:45	@ GretaThunberg Have you seen my blog on Climate Change: …https://climatechangesolutions.beyondbluesky.co.uk I will address mitigation strategies, economic growth, population and technology.	0	Tweet
1133113832723963911	@beethgogh	2019-05-28 02:22:44	This picture is just great. Greta and Schwarzenegger together to terminate the Climate change denial.	0	Tweet
1133107809166323714	@CaptainKettles	2019-05-28 01:58:48	Greta & Arnie - two shining stars (struck) together! Let's make action on climate change a galaxy of people. pic.twitter.com/gSzhhJSB2A	0	Tweet
1133083968037949440	@Betty32Boo	2019-05-28 00:24:04	Oh that’s ok we can counter any bullzhit they can throw at us. If Marxists want to rename it “climate crisis” from “climate change” we will invert it to a more amazingly accurate “CLIMATE CRISIS SCAM” 😂 😂	3	Tweet
1133066553883279360	@Lew3	2019-05-27 23:14:52	We'll have to figure out how to get you safely over here (US) next summer, for our elections. I keep answering surveys with "climate change is the only issue", but the candidates hardly ever mention it! Those issues won't even be around if climate change is not addressed.	0	Tweet
1133051530725220352	@photo_mp	2019-05-27 22:15:10	@ GretaThunberg The Uncanny Power of Greta Thunberg’s Climate-Change Rhetoric by @ samknightwrites @ NewYorker https://bit.ly/2JFS869 pic.twitter.com/1ffPwGchh2	0	Tweet
1133019008188473344	@TelmaGo39774366	2019-05-27 20:05:56	@ GretaThunberg We need your contact info to invite you to be a guest speaker at AWASH Conference http://www.awashconference.com to inspire the African youth about climate change advocacy. Our e-mail is contact@awashconference.com. Looking forward to hearing from you😀. @ TelmaGo39774366	0	Tweet
1133018815573499909	@worldcitizen1st	2019-05-27 20:05:10	Unless concrete and coordinate actions, in relation to the Protection of the Environment, are present among: individuals, communities and cities in the🌎 Sadly, it’s impossible to count, with the necessary impact, to curb the temperatures link to climate change.	0	Tweet
1132999092764848135	@Nita68490902	2019-05-27 18:46:48	@ GretaThunberg You are our future and I’m so blessed to see your work and the work of everyone who must be heard. For a long time all of the insane individuals denied and still deny climate change	0	Tweet
1132946500332474370	@alisonhendo	2019-05-27 15:17:49	@ GretaThunberg Hi Greta - I'd really like to invite you to Dundee - we're a city which is leading the way on circular economy, climate change and driving change in businesses - how can I contact you on this? Alison x	0	Tweet
1132935196284727296	@NickySaunter	2019-05-27 14:32:54	Probably not the UK. Our police in London are too busy prosecuting climate change protesters!	0	Tweet
1132772259968557057	@KingIngwall	2019-05-27 03:45:27	Well done. You have stirred up the climate change debate. It’s now time for us to step up # ClimateStrike in Sept.https://www.theguardian.com/commentisfree/2019/may/24/climate-crisis-global-strike …	0	Tweet
1132743734234406912	@Alexcle24451810	2019-05-27 01:52:06	Your a very good person I think you are spot on striking about climate change	0	Tweet
1132737594448588800	@Raffy_Roma	2019-05-27 01:27:42	@ GretaThunberg Greta I am the OP of the Sticky Tread on the Climate Change/Global Warming issue on TMC. If you wish you can follow me.	0	Tweet
1132713019597889537	@RomanaVolny	2019-05-26 23:50:03	What about 5G and wireless technology? It has impact on the people and living things on the Earth as much as the climate change...https://youtu.be/F0NEaPTu9oI	0	Tweet
1132686448853999622	@tombroen	2019-05-26 22:04:28	I love European trains; I wish we had something more like them here in North America, which if we cared more about climate change we would! 🚆😐	0	Tweet
1132685703266095106	@Michaelscurfie1	2019-05-26 22:01:30	I know travelling can be tiring, sometimes you may wonder if it's worth it. I'vr been teaching and talking about Climate Change, CC, for decades. But you are the one making the biggest difference. 4 to 5 billion people in rapidly developing countries have put CC in overdrive. pic.twitter.com/uzlJPU7pwE	1	Tweet
1132680467055095808	@WeAreEarth_	2019-05-26 21:40:42	@ GretaThunberg is truly inspiring for all of us. as part of the young generation, we need to lead the fight against climate change. we must keep pushing for action. spread the word # ClimateStrike	0	Tweet
1132641082833903623	@BryantLister1	2019-05-26 19:04:12	This past week students in my city in Oregon (U.S.) walked out to bring awareness to climate change. Some of their posters displayed messages in Swedish, showing that you are inspiring students not just in big cities, but also in small towns across the world. Thank you.	0	Tweet
1132634258370121728	@RiverDoctor	2019-05-26 18:37:05	@ GretaThunberg I am so very impressed with your work. I have done scientific research on the impact of climate change on aquatic biodiversity since the 1980's and I love what you are doing. You are courageous and deserve all of our respect.	0	Tweet
1132606224111939584	@mel_barry	2019-05-26 16:45:41	The @ IPBES # GlobalAssessment Report rank of the relative impact of drivers of # biodiversity loss. 1. Land/Sea Use Change 2. Direct Exploitation 3. Climate Change 4. Pollution 5. Invasive Species https://twitter.com/IPBES/status/1125371939562971138 …pic.twitter.com/puu47AwM5W	10	Tweet
1132605954640535554	@mel_barry	2019-05-26 16:44:37	The @ IPBES # GlobalAssessment Report ranking the relative impact of drivers of # biodiversity loss. 1. Land/Sea Use Change 2. Direct Exploitation 3. Climate Change 4. Pollution 5. Invasive Species https://twitter.com/IPBES/status/1125371939562971138 …pic.twitter.com/68n7uoWalZ	48	Tweet
1132603847678013441	@Fuchs18297182	2019-05-26 16:36:14	Im on my way trough Berlin to vote for climate change :)	0	Tweet
1132576752394481665	@KieseckerHeiko	2019-05-26 14:48:34	Wow! Correct wording counts double: Indeed, what we need is a change for the climate, rather than climate change slogans.	0	Tweet
1132553510145396736	@schwer_xaver	2019-05-26 13:16:13	@ GretaThunberg Temple Grandin said that the world would still be in the Stoneage without Autistic People Because of the unconventional thinking of Autists. We can Change the World and stop the Climate Change. # FridaysForFuture	0	Tweet
1132536242107756544	@rogerahicks	2019-05-26 12:07:36	If it were JUST about climate change & reducing CO2 emissions, we might just succeed, but it's not. It's about an economy, values, attitudes, ambitions, lifestyles & aspirations which are inherently unsustainable on our finite, vulnerable & overpopulated planet.	0	Tweet
